id,time,director,year,star1,star2,star3,star4,star5,star6,rotten_tomatoes,audience_rating,review1,review2,review3,review4,review5
5090,2 hr.,James Franco,2013,James Franco,Tim Blake Nelson,Danny McBride,Jim Parrack,Ahna O'Reilly,Logan Marshall-Green,41,36,"I don't pretend to have a clue how to adapt William Faulkner's ""As I Lay Dying"" for the screen, but unlike James Franco, I, at least, didn't try.","As a whole ... ""As I Lay Dying"" conveys some of Faulkner's themes, and the details of the Bundren family story, with clarity and concision.",It remains to be seen whether James Franco can live up to his outsized ambitions.,"Like Franco's other directorial efforts, it ends up coming across as an academic art object, somewhere halfway between a graduate thesis and a video installation-interesting, but only in context.",Faulkner fans... need not be up in arms about this version of his Nobel Prize winner.
5091,1 hr. 30 min.,Aram Rappaport,2013,Amber Heard,Shiloh Fernandez,Kellan Lutz,Brittany Snow,Josh Pais,Kate Nash,14,36,"It's tempting to say that Aram Rappaport's Syrup sticks, but it's also true.","Syrup is an unsatisfying blend of romantic comedy and scathing social satire, slamming the high-stakes games of product marketing and sales.","The actors are young and beautiful, the soundtrack kicks and the camera zips around with precision. But the script never seems to match the carefully orchestrated mood.",The story works hard for winking relevance. But this dark lark is like walking around Times Square looking at the flashy logos and lights and thinking you see the message behind the medium.,"A great performance from Amber Heard can't save Syrup from its half-baked, sluggish script and obnoxious complacency."
5092,1 hr. 30 min.,David DeCoteau,2013,Courtney B Turk,Dee Wallace Stone,Eric Roberts,Julian Brand,Stephanie Shemanski,Jason Maxim,0,40,"At best the film is an enticement to the viewer to look back at the lives of Bonnie Parker and Clyde Barrow and perhaps watch the better films made on the subject. There's no real justification for watching or re-watching this film, however.",,,,
5093,1 hr. 34 min.,Joseph Sargent,1991,Leonard Nimoy,Dabney Coleman,Blythe Danner,Ben Gregory,Jason Presson,Juliet Sorcey,0,29,,,,,
5094,1 hr. 34 min.,Jon Wright,2013,Richard Coyle,Ruth Bradley,Russell Tovey,Lalor Roddy,David Pearse,Bronagh Gallagher,72,51,Off to the pub!,Wright checks off the expected genre boxes with the gleeful mischief of a gremlin trashing a plane engine.,"The tough thing about genre hybrids is that they have to fulfill both genres, and Grabbers only nails one of them.",A group of Irish villagers have to stay drunk to keep alcohol-fearing alien monsters at bay. Yup.,Recommended only for those peering through the thickest of beer goggles.
5095,1 hr. 20 min.,Steven Peros,2011,Sybil Temtchine,Jeris Poindexter,Charley Rossman,John Brickner,H.M. Wynant,Kirk Bovill,41,73,"It's original and poetic, and if you see it you will probably remember scenes from it a year from now, because it's not really like anything else.","""Footprints"" looks like a Jim Jarmusch film set inside an Edward Hopper painting.",Ambitious if airlessly microcosmic.,"The script's so incoherent and the acting so amateurish that it makes the worst old-time Hollywood B-flick seem like ""Citizen Kane.""","This often risible head-scratcher never cracks the surface of its muddled ambitions, largely wasting its iconic settings on a series of motley interactions, Tinseltown trivia and self-conscious philosophizing."
5096,1 hr. 39 min.,Sam Kadi,2013,Khaled Nabawy,Agnes Bruckner,Cary Elwes,William Atherton,Rizwan Manji,,0,58,The story's accumulation of contrived setbacks strains credulity.,"It's ridiculous, but Kadi seems determined to stay in this comfort zone, trusting in the banality of melodrama to communicate simple ideas on life, love, and the pursuit of happiness.","It's pushing its agenda at every moment, first gently, then relentlessly.",Tired and worn out immigrant's saga with a 9/11 hook that isn't compelling,
5097,1 hr. 30 min.,Dustin Rikert,2013,Abraham Benrubi,Caitlin Carmichael,Illeana Douglas,Joey Lauren Adams,Kevin Pollak,Trace Adkins,0,60,"Big-hearted, kid-friendly holiday film with shallow plot.",,,,
5098,1 hr. 41 min.,Sudz Sutherland,2013,Tatyana Ali,Lyriq Bent,Stephan James,Richard Chevolleau,CCH Pounder,Fefe Dobson,0,44,"All three actors acquit themselves well, particularly Bent as Dunston, a soulful man trying to leave his violent past behind.","Rather improbably, two of the three are handed happy endings so the requirements of drama do belatedly trump political lessons in Home Again.",,,
5099,1 hr. 18 min.,Joe Davison,2001,Debbie Rochon,Dwight Cenac,Deneen Melody,Joe Davison,Raine Brown,Jeremy King,0,0,,,,,
5100,1 hr. 45 min.,Diablo Cody,2013,Julianne Hough,Russell Brand,Octavia Spencer,Holly Hunter,Nick Offerman,Sarah Colonna,21,30,"The movie goes nowhere, and Ms. Cody's screenplay is relentlessly talky while standing still.","Cody's satiric knocks on Christians couldn't be more blundering and obvious. Yet her dialogue is often funny, and the unusual three-way friendship is refreshing.",The script needed another draft. And the screenwriter needed another star - and a real director.,"Cody has concocted a modern-day ""Alice Through the Looking Glass,"" with none of the danger or wit.","The problems with ""Paradise,"" Diablo Cody's first directing effort and fourth produced screenplay, begin almost immediately ..."
5101,1 hr. 36 min.,Jason Lapeyre,2013,Michael Friend,Gage Munroe,Siam Yu,Mackenzie Munro,Aidan Gouveia,Alex Cardillo,70,52,"This Canadian feature cleverly mixes archetypes from war films and coming-of-age movies, defamiliarizing both genres in the process.",Co-directors Jason Lapeyre and Robert Wilson do little more than repeatedly echo the pic's theme after establishing the basic conceit of Lapeyre's script in the opening minutes.,"[A] surreal, strangely effective look at childhood imagination.","The performances may be slightly uneven across the cast of a dozen distinct personalities (plus a dog), but overall the effect works because, after all, they're just playacting ... right?","Imagination is what these filmmakers could use more of, as their ingenious concept doesn't develop much beyond gimmick."
5102,1 hr. 45 min.,Christian Petzold,2012,Jasna Fritzi Bauer,Nina Hoss,Ronald Zehrfeld,Mark Waschke,Rainer Bock,Christina Hecke,93,76,"It persuades us early on that its aura of political tension and suspicion, its taciturnity, its very strictness of silent observation as it begins, are fostering an intelligent thriller.","Though the film runs a mere 105 minutes, it weighs on viewers like an eternity.",The movie examines the possibility of maintaining one's humanity in a truly oppressive society.,"Hoss, wearing her blond hair pulled back tight, and wearing an expression of inscrutable melancholy, gives a performance that doesn't feel like a performance at all.","The occasional ravings of the patients, ringing off the walls in Petzold's measured quiet, provide an appropriate backdrop to the heroine's need for freedom, yet the movie's politics never trump its humanity."
5103,2 hr.,Alankrita Shrivastava,2011,Gul Kirit Panag,Purab Kohli,Sid Makkar,Tilotama Shome,Jeneva Talwar,Aneeta Kanwar,0,21,,,,,
5104,1 hr. 20 min.,Paul D. Hannah,2013,Flex Alexander,K.D. Aubert,Jazsmin Lewis,Essence Atkins,Brandon Fobbs,Azur-De,0,33,,,,,
5105,1 hr. 37 min.,Giorgio Serafini,2013,Dolph Lundgren,Randy Couture,Vinnie Jones,Carly Pope,Daniel Bonjour,Gianni Capaldi,0,15,,,,,
5106,1 hr. 34 min.,David Gordon Green,2013,Paul Rudd,Emile Hirsch,Lance Le Gault,Gina Grande,Joyce Payne,Lynn Shelton,82,53,One of the most intriguing and thoughtful American films of the year.,"For those who've come for the juvenile humor, the film has very little to offer. Unfortunately, there is nothing particularly moving or substantive, either.","Most of the film feels directionless... Yet, I can't deny that Prince Avalanche has a charm about it","Prince Avalanche certainly takes its time getting anywhere, but it's hard to complain too much when the company's good and the scenery is this nice.","An offbeat story with an unfocused director and narrative, Prince Avalanche becomes a mere lucid dream of cinematic enjoyment."
5107,1 hr. 42 min.,Ziad Doueiri,2013,Ali Suliman,Reymond Amsellem,Reymonde Amsellem,Yevgenya Dodina,Evgenia Dodina,Uri Gavriel,87,77,"Screenwriters Ziad Doueiri and Joelle Touma pull quite a few punches here, making the doctor improbably naive about Israeli-Palestinian tensions so that his transformation seems profound.","""The Attack"" doesn't force us to pick a side. But it does force us to question our outsiders' hope in conciliation.","Arouses profound questions about fanaticism, cultural identity, and the essential mystery of other people, even those we think we know best.","It's set up as a descent into the heart of darkness, but it ends up playing out in pallid shades of grey.","Imagine a blissful life taken away: Story of an Arab man who's assimilated into Israeli society but finds out that his wife was a suicide bomber. Nothing new here about the conflict, fair portrayal of the sides, thought provoking without solutions."
5108,1 hr. 47 min.,Phil Morrison,2013,Paul Rudd,Paul Giamatti,Sally Hawkins,Amy Landecker,Curtiss Cook,Peter Hermann,46,23,You might think you can see where Almost Christmas is heading but it never quite loses its acerbic edge or goes emotionally blooey.,This engaging if somewhat underwhelming tale of unlikely redemption builds a funny-sad web of intersecting interactions around its strong central perfs.,The film is happy to observe wryly as boredom and failure threaten to overwhelm the men.,"The film has an accomplished mood of cantankerous despair, but it's still little more than downbeat fluff.","Worth enduring only for a rare lead performance by Paul Giamatti, whose expert delineation of rage and frustration lends form to Morrison's otherwise shapeless script."
5109,57 min.,Naoki Yoshimoto,2013,Masaya Yoshimoto,Ayumi Kakizawa,Ko Murobushi,Mutsuko Yoshinaga,undefined,,0,0,,,,,
5110,1 hr. 32 min.,Mark Nistico,2012,Bruce Kirkpatrick,Ed Setrakian,Gabe Fazio,Kevin Interdonato,Lev Gorn,Russ Russo,0,93,"Nistico seems to have achieved what he wanted: He validates the question, If the American dream was stolen, wouldn't you want to steal it back?","Nistico's clichÃ©d, sledgehammer dialogue alone is enough to shut this one down.","The film scores as an honest and often disturbing portrait of contemporary working class life, and it certainly deserves to be seen.",,
5111,1 hr. 28 min.,Geoffrey S. Fletcher,2013,Alexis Bledel,Saoirse Ronan,James Gandolfini,Marianne Jean-Baptis...,Danny Trejo,Tatiana Maslany,22,34,"A thriller that might as well have been released in 1996, when everybody and their brother and their sister and their cousin twice-removed was trying to be Quentin Tarantino ...","Of course, the violence is cringe-worthy and, at times, over the top. But view this as a modern comic book/fairy tale, and it's easier to accept this saga of girls with guns and the life lessons they eventually confront.",The film's subtle visual allure is all but stamped out by the impression that the director tries too hard to be an idiosyncratic auteur in the vein of Quentin Tarantino.,"Violet and Daisy are just violent and crazy - which is, ultimately, the real problem. And why we should care about them remains the one mystery no one here can quite unravel.",A rather dull affair.
5112,1 hr. 50 min.,Claude Miller,2013,Emmanuelle Riva,Philippe Noiret,Edith Scob,Sami Frey,Renee Devillers,Lucien Nat,52,36,"A remarkably pretty, if equally dour, portrait of the bored, oppressive life led by the provincial bourgeoisie.",Exquisitely tasteful but suffocatingly dull ...,"While there's a certain staid feeling to the production, it does deliver a solid working-over to the era's gentry.","The film looks great. As for the human element, the mood is more apathetic than tragic, and star Audrey Tautou has to take much of the blame for the film's failure.","The magnificent nature that surrounds Therese becomes her prison. It's an interesting paradox, but not necessarily an especially satisfying experience."
5113,1 hr. 46 min.,Robert Luketic,2013,Liam Hemsworth,Gary Oldman,Harrison Ford,Amber Heard,Lucas Till,Embeth Davidtz,6,35,"There's nothing wrong with Paranoia that a stronger director, livelier leading actors and several hundred fewer narrative conveniences wouldn't cure.","This is a film at odds with itself, wanting to be a 99 percenter rallying cry but wallowing in and fetishizing 1 percenter accoutrement at every turn.","Paranoia, a ho-hum thriller about corporate spying in the high-tech world, comes off as a lot more preposterous than paranoid, and it takes no more than a few frames for the eye rolling to commence.",Corporate thrillers just aren't what they used to be.,"Paranoia is professional in every way, but there's no pulse to it. It is entirely adequate, livened up only by a few supporting turns."
5114,1 hr. 20 min.,Colin Downey,2011,Patrick O'Donnell,Natalia Kostrzewa,Eddie Webber,Sanne Hulst,Michael Parle,Lorcan Melia,0,0,,,,,
5115,1 hr. 25 min.,Jamie Babbit,2013,Agnes Bruckner,Madeline Zima,Shawn Ashmore,Kate Levering,Shanna Collins,Sam Anderson,11,27,An erotic thriller with too many twists and back stories to count.,[Zima] saves some of this plodding thriller - a police investigation alone seems to go on forever - but not enough to make the steaminess pay off.,"What remains is a bland, perfunctory erotic thriller that lacks the courage of its would-be-trashy convictions ...","It woefully lacks subtlety and suspense, and its characters aren't the least bit sympathetic.","Gratuitous sex, double-crosses and more gratuitous sex await in the silly but always-entertaining sexcapade."
5116,1 hr. 28 min.,Tamas Harangi,2013,Kristina Klebe,Sachin Mehta,Michael Raynor,Steffinnie Phrommany,Marc Cardiff,Dalia Phillips,0,40,,,,,
5117,1 hr. 24 min.,Kat Coiro,2013,Kate Bosworth,Jamie Blackley,Iddo Goldberg,Claire Bloom,,,43,36,For every such moment there's a sappy montage or overt visual reference to Rossellini to cheapen the effect.,[A] familiarly snoozy romantic drama.,"Though the film plays like late-era Woody Allen - not necessarily a good thing - and Goldberg's rambunctiousness is more annoying than liberating, there's a serious depth of feeling here.",The marital crisis at the movie's heart has lost its allegorical weight. Jane and Leonard are just another unhappy couple with problems that have nothing to do with the direction of Western civilization.,"""And While We Were Here"" is just good enough to pique your curiosity, but never quite good enough to captivate."
5118,1 hr. 49 min.,Baltasar KormÃ¡kur,2013,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,Fred Ward,James Marsden,64,66,Washington and Wahlberg have a good time robbing banks and blowing up buildings and barreling through military security checkpoints and double-crossing people and shooting each other because none of it really means anything.,"That a movie this fleet and lean succumbs to action-blockbuster bloat in the home stretch is both disappointing and predictable, although the director deserves credit for keeping the climactic shootouts slick and spatially coherent.",Mark Wahlberg reunites with Contraband director Baltasar Kormakur for an action movie that's even more cynical and sadistic than its predecessor.,"What it lacks in robots and superheroes it more than makes up for in laughs, gunplay and personality.","Generic, by-the-numbers buddy-action flicks don't come much more generic than this forgettable project."
5119,2 hr. 1 min.,Christopher E. Morgan,2013,Amy Cannon Bryant,Brandon Craig,Celeste Collins,Vernon Snoop Robinso...,Andromeda Jones,Gin Blanton,0,0,,,,,
5120,1 hr. 49 min.,Margarethe von Trotta,2013,Barbara Sukowa,Axel Milberg,Janet McTeer,Julia Jentsch,Nicholas Woodeson,Ulrich Noethen,88,73,"Barbara Sukowa delivers a beautifully modulated performance, showing the rigor of Arendt's thought and convictions while revealing the contours of a passionate woman with complex relationships.","[Barbara Sukowa] invests Arendt with a steely fury, but the film, set during and after the 1961 trial of ex--Nazi official Adolf Eichmann, has an entertaining cocktail-banter superficiality.",...actors in supporting roles telegraph the controversies surrounding Arendt's personality as if they were attempting to literally touch the viewer's nose.,Von Trotta doesn't do justice to this strong woman and her contribution to thinking about the nature of evil.,"A crisply measured character study with plenty of intriguing ideas, elevated by a terrific, finely calibrated performance by Sukowa."
5121,,Peter Medak,1997,Mandy Patinkin,Richard Harris,Salma Hayek,Edward Atterton,Benedick Blythe,Nigel Terry,0,50,,,,,
5122,1 hr. 37 min.,Quinton Lavery,2011,Paul Snodgrass,Roxanne Prentice,Jonathan Hearns,Raph Kossew,Colin Moss,Daniella Armstrong,0,75,,,,,
5123,1 hr. 30 min.,Stephen Cookson,2011,Timothy Spall,Brenda Blethyn,Joseph Phillips,Celia Imrie,Janet Dibley,Mel Smith,0,100,,,,,
5124,1 hr. 40 min.,Paul Schrader,2013,Lindsay Lohan,James Deen,Nolan Gerard Funk,Amanda Brooks,Tenille Houston,Gus Van Sant,23,15,"It believes it's taking risks it actually has no interest in taking, that it's seeing profundity in the showbiz shallows.","Very little animating emotion to explain why the film had to be made, why the story needed to be told.","With the pungent combination of a script from novelist Bret Easton Ellis, a performance by Lindsay Lohan and direction by Paul Schrader, The Canyons might have been a micro-budget sensation, but sadly it reeks of laziness.",Schrader's idea of a modern-day noir has promise but Ellis' script lets him down and leaves the actors adrift with no scenes to play.,Merely confirms Schrader as an all-but spent force (it's been largely downhill since the dismal Dominion) and nails Bret Easton Ellis as a one-trick pony.
5125,1 hr. 40 min.,Akan Satayev,2012,Kuralay Anarbekova,Aliya Anuarbek,Zhaidarbek Kunguzhin...,Aldabek Shalbayev,Aliya Telebarisova,Asylkhan Tolepov,0,63,,,,,
5126,1 hr. 56 min.,Dean Parisot,2013,Bruce Willis,John Malkovich,Mary-Louise Parker,Helen Mirren,Anthony Hopkins,Byung-hun Lee,42,63,"It's not that surprising coming from a Bruce Willis flick, but its thesis of gun lovers being morally superior to bomb lovers is still entirely suspect.",A highly-watchable but stilted sequel that serves as a complacent sequel to the fun original.,"Much of the originality has faded and Morgan Freeman's absence is keenly felt, but the end result is still a fun, exciting adventure.","Red 2 fails to capture the fun of the first film, but manages to hold on to its weaker traits, such as a bloated runtime and an inundation of mindless action sequences, turning this into a rather forgettable affair.","The cookie-cutter action sequences - car chases, fireballs, shoot-outs - are so-so and whereas the first film had a giddy cheekiness to it, the vibe here just feels forced, a common trait of sequels we really weren't hankering for."
5127,1 hr. 29 min.,Eve Annenberg,2011,Lazer Weiss,Melissa Weisz,Mendy Zafir,Bubbles Yoeli Weiss,Josef Yossi Friedman,,73,67,A charming and entertaining movie that instills a little fantasy into the mix.,"The performances are uneven, but there's a grimy thrill to seeing scenes from the play in subway cars and on fire escapes.","Oy, such terrible jokes and choppy direction.","The film, written and directed by Eve Annenberg (who also stars) is sprawling and sometimes confusing, but its premise is charming and not at all far-fetched.","There have been many untraditional film adaptations of Shakespeare's, but few have been as unorthodox as this one..."
5128,1 hr. 27 min.,Johan Earl,2013,Johan Earl,Tim Pocock,Martin Copping,Denai Gracie,Sarah Mawbey,Barry Quin,0,24,"While Forbidden Ground can't match the scope of Peter Weir's Gallipoli and Stanley Kubrick's Paths of Glory in its tough-minded depiction of the First World War, the film successfully captures the personal tragedy and human sacrifice of the experience.","An impressive and memorable film that should have a long life in digital form, even though its cinema releases are limited",,,
5129,1 hr. 30 min.,Kenny Leon,2013,Anika Noni Rose,David Alan Grier,Skai Jackson,LaTanya Richardson,Wood Harris,Bryce Clyde Jenkins,0,74,Warm family drama brings the civil rights movement to life.,,,,
5130,2 hr. 9 min.,Joshua Michael Stern,2013,Ashton Kutcher,Josh Gad,Matthew Modine,J.K. Simmons,Lesley Ann Warren,Ron Eldard,27,40,"The critics screwed up on this. It is a much better film than its rating here. Take that from someone who worked in IT for 44 years and who knows the difference between ""fresh"" and ""rotten"".",The movie is littered with small details of lore that should make Apple fanatics happy.,A noble but unworthy effort that will likely disappoint viewers looking for a thoughtful look into the technological genius.,"Matt Whiteley's clumsy script attempts to sync Jobs' personal story with the corporate history of his brand but as any affirmed Android/PC users will gladly tell you, syncing with Apple can be problematic at the best of times.","This movie would be exponentially better if it were called Twenty-Something Jobs or Jobs, Woz And The First 2 Apples."
5131,1 hr. 41 min.,Jon Garcia,2013,Nick Ferrucci,Benjamin Farmer,Bruce Jennings,Hannah Barefoot,Thomas Stroppel,Harold Phillips,0,58,,,,,
5132,3 hr.,Chris Marker,1963,Yves Montand,Simone Signoret,Chris Marker,,,,92,94,What helps make Marker and Lhomme's documentary all the more remarkable is its occurring at a moment in history whose specialness only became evident later.,"It's never fully uninflected like authentic vÃ©ritÃ©, but the material gets at a kind of truth: the chatty anxieties of shopkeepers, passersby, mothers and sons, all grappling with the changing world of May 1962.",Documents on-the-street talks with a wide variety of Paris residents.,,"The people and cinematography are compelling, and so, by extension, is this 1962 documentary."
5133,1 hr. 8 min.,Stanley Kubrick,1953,Frank Silvera,Steve Coit,Paul Mazursky,Kenneth Harp,Virginia Leith,David Allen,83,38,"Treat it like a wobbly, precocious demo from a 24-year-old with mighty aspirations, filled with hints of what he would become, and you'll be properly enthralled.","If Fear and Desire is uneven and sometimes reveals an experimental rather than a polished exterior, its over-all effect is entirely worthy of the sincere effort put into it.",,A dismal expression of a lousy script... every bit the work of a young kid with lots of ideas and no clue what to do with them.,Kubrick does show some brash invention and a yearning to experiment with angles.
5134,1 hr. 35 min.,Alicia Scherson,2013,Rutger Hauer,Manuela Martelli,Nicolas Vaporidis,Luigi Ciardo,Alessandro Giallocos...,Pino Calabrese,86,52,"In the complexly stoic Martelli and masterfully craggy, haunted Hauer, an alluringly opaque pas de deux of loss and uncertainty is wonderfully realized.","Ms. Scherson's style - backed wholeheartedly by the cool cinematography of Ricardo de Angelis - may value mood over information, but it's the perfect vehicle for a portrait of two damaged souls grasping for a security they no longer possess.",a curiously effective coming-of-age tale,"Il Futuro, aptly bereft of actual Italians, teases out the idea of thrown-off foreigners, bridged by fluid identities.",Alicia Scherson's enthralling Il Futuro asks the question no one wants to hear: How would you see the world after a personal tragedy?
5135,1 hr. 34 min.,Michiel ten Horn,2012,Vivian Dierickx,Rafael Gareisen,Abe Dijkman,Tomer Pawlicki,Jacqueline Blom,Ton Kas,0,48,,A slight story that never gets past its shock scenes.,,,
5136,1 hr. 45 min.,Hansal Mehta,2013,Rajkumar Yadav,Tigmanshu Dhulia,KK Menon,Prabal Panjabi,Prabhleen Sandhu,Bajlinder Kaur,0,95,Mr. Mehta has done something difficult. He has made a film of conviction that's neither plodding nor preachy.,Mehta's drama establishes strong humanistic qualities and a deeply personal protagonist before launching into the courtroom fireworks.,"The film, which apparently was made by Mehta to battle growing negative allegations against the late Shahid, includes numerous fictionalized moments. Solidly acted by all, Shahid would no doubt have benefited from a more documentary feel.",,
5137,1 hr. 42 min.,Marco Berger,2013,Manuel Vignau,Mateo Chiarino,Mercedes Quinteros,Luz PalazÃ_n,Manuel MartÃ_nez Sobr...,Antonio De Michelis,0,79,Hawaii will likely act as a 100 minutes of groin-stirring cinematic foreplay ... the film is a wonderful creation that radiates and which allows audiences to experience its heart-pounding rhythms with every bit as much intensity as its characters.,,,,
5138,1 hr. 55 min.,Elio Petri,2012,Gian Maria VolontÃ©,Florinda Bolkan,Salvo Randone,Gianni Santuccio,Arturo Dominici,Orazio Orlando,100,96,"Its portrait of a loner and his lusts comes up frighteningly fresh, and the whole conceit would collapse without the muscular, rousing presence of Gian Maria VolontÃ© in the central role.","A paranoid police procedural, a perverse parable about the corrupting elements of power, and a candidate for the greatest predated Patriot Act movie ever ...",A provocative political thriller that is as troubling today as when it came out in 1970. Maybe more so.,The movie survives beautifully both as an elegant thriller and as a study of the twisted infantilism that shapes the fanatic heart.,A potent study of power as pathology.
5139,1 hr. 20 min.,Joseph Guerrieri,2011,Robert Picardo,Tim Barraco,Trevor Torseth,Kandis Erickson,Mackenzie Mason,Maggie Vandenberghe,0,20,,,,,
5140,2 hr. 23 min.,V.N. Aditya,2013,Akshay Kumar,Aditi Rao Hydari,Shiv Pandit,Mithun Chakraborty,Aakash Dabhade,Danny Denzongpa,0,51,"""Boss"" is billed as an action comedy, but it isn't always clear what is part of the joke and what isn't.","""Boss"" is a film suffering from one fundamental problem, to wit: a lack of commitment to its central purpose.",,,
5141,1 hr. 47 min.,Darrell J. Roodt,2013,Jennifer Hudson,Terrence Howard,Elias Koteas,Wendy Crewson,Aubrey Poo,Unathi Kapela,15,57,"This biopic is part hagiography, part expose, and gravely incoherent.","It would have benefited the film if Roodt had been as bold with the mechanics of his storytelling as he is with his inclusion of the title character's less savory moments. But its strengths, particularly the two lead performances, far outweigh its flaws.","""Winnie Mandela'' really stumbles when it comes to depicting the couple's painful separation, which the film suggests resulted more from politics than Winnie's infidelity.","Despite the marquee names and their obvious talent, the film feels like a made-for-TV movie.","Distant and obvious, it takes a story with many angles and reduces its edges, becoming a glorified TV movie."
5142,2 hr. 10 min.,Harald Zwart,2013,Lily Collins,Kevin Durand,Lena Headey,Jonathan Rhys Meyers,Jamie Campbell Bower,Robert Sheehan,12,59,It didn't help that the execution of the complex storyline was so messy and confusing that it was difficult to understand why the villain was doing what he was doing.,"'Author' Cassandra Clare assumes that you have never seen a film or read a book in your entire life. She steals plot details from Star Wars, Harry Potter and Twilight and assumes that no one will notice. I did.","Awful, expensive, over-long, unremittingly dull attempt to start a Twilight-like franchise... plans were already underway for the sequel before this was released. They might just want to wait to see if anybody's interested first.","If you can overlook the lack of originality, the film actually makes a good fist of making something fresh and appealing from its second-hand ingredients.",Way to give overwrought fan fiction a bad name. No amount of fairy dust can make this bewitching.
5143,1 hr. 30 min.,Joe Swanberg,2013,Olivia Wilde,Jake M. Johnson,Anna Kendrick,Ron Livingston,Ti West,Joe Swanberg,83,49,"Every aspect of this film fits together nicely, even when the drama going on in the film is a little messy.",This is a giant nothing. I can't think of a recent picture where I've seen less effort to enlighten or entertain.,"I was a bit skeptical when I first learned about Drinking Buddies, because I did not expect Wilde and her cohorts to be up for the task; thankfully, I was proven wrong, and the actors go places that I would never expect studio-seasoned actors to go.","A beautifully observed dramedy about modern friendship and romance; funny, poignant, unforgettable.","It finds its groove with sincere, nuanced performances and a realistic attitude to romance as refreshing as a fistful of Citra hops."
5144,1 hr. 51 min.,Charles Murray,2013,Shanola Hampton,Elimu Nelson,Tamala Jones,Omari Hardwick,Michael Beach,Dorian Missick,67,84,"The result may not be a big movie, but Things Never Said makes a big emotional impact.","When it comes to writing the poetry that Kalindra recites, Murray knows how to do more with less; he needs to apply that lesson to his filmmaking, too.",A powerful statement about the plight of women held back by sexist tyranny.,"The film's stars ... are hugely charismatic individually and have chemistry with each other. But the soapy melodrama and ferocious, on-the-nose poems threaten to overpower their budding romance.","The movie's poems are unambiguous rants, delivered with theatrical ferocity. On-the-nose dialogue propels its lessons in self-respect."
5145,1 hr. 27 min.,Farhad Mann,2013,Bruce Dern,Ian Duncan,Jose MarÃ_a Yazpik,Kristanna Loken,Patricia De Leon,Eddie Allen,0,50,Its reasonable message gets lost amid teary-eyed exhortations and grandiose speechifying.,,,,
5146,1 hr. 27 min.,John Ward,2013,Jana Kramer,Randy Wayne,Shaun Sipos,Gerald McRaney,Anne Hawthorne,,0,62,Faith-based drama has heavy themes but positive messages.,,,,
5147,1 hr. 46 min.,Ken Loach,2013,Paul Brannigan,John Henshaw,Gary Maitland,William Ruane,Jasmin Riggins,Roger Allam,88,78,"Modest in scale, expansive in emotions, this movie is a rarity: a contemporary tragicomedy.","Despite its ultimate sense of optimism, the Glasgow-set dramedy nevertheless carries a sense of foreboding. And yet, that might not have been the intention.","The result is a sometimes gritty, occasionally charming Highland hybrid, but the final balance feels slightly off-kilter.","Loach takes us through the mysteries of whisky making, exploring the subtle tastes and scents in ways that will have audiences wishing they had a dram at hand. But a glass also serves more symbolic purposes ...","If you want to look for it, you'll find a layer of metaphor (the distilling process as a symbol of the characters' evolution) and social-realist commentary amid the gentle, life-affirming laughs."
5148,2 hr. 1 min.,Billy Bob Thornton,2013,Robert Duvall,John Hurt,Kevin Bacon,Billy Bob Thornton,Robert Patrick,Ray Stevenson,34,41,"There's a terrific movie struggling to escape from this overplotted, overedited, overdetermined stew ...","It's one thing to explore the messiness of familial relationships and regret against the backdrop of the Vietnam War, and something else entirely to try and shove every jot and tiddle in place before the closing credits roll.","Jayne Mansfield's Car isn't likely to set America's theaters on fire, but it's a powerful whisper of a film.","Overall, the rambling ""Jayne Mansfield's Car"" is almost as big a wreck as its namesake.","In its best moments, you can see what the film might have been with half a dozen fewer characters."
5149,1 hr. 42 min.,David Kew,2012,Parminder Nagra,Jonas Armstrong,Nichola Burley,Kaya Scodelario,Michael Socha,Kierston Wareing,20,16,"The film's ensemble cast is an impressive mix of old hands and fresh faces, but their efforts are let down by some very contrived plotting.",The pacey but formulaic action rapidly loses credibility.,Badly let down by some silly plotting that negates the film's ability to be taken seriously and a screenplay that all too often reduces a lot of the characters to stereotype.,One expected more from a script co-written by Paul Abbott.,"There's a good cast here, but it's hard to shake off the feeling that this would probably work better on TV, the subject matter being very familiar to those who like their drama delivered in episodes."
5150,1 hr. 20 min.,"Edward ""Teddy"" Schenck",2013,Brendan Sexton III,James Russo,Armando Riesco,Antonella Lentini,Natasha Lyonne,John Savage,0,0,,,,,
5151,1 hr. 29 min.,Daisy von Scherler Mayer,2013,Adam Brody,Kristen Bell,Mia Maestro,Jennifer Morrison (I...,Emily Watson,Zoe Kazan,54,15,"Attains the occasional moment of clarity, but ultimately has neither the dramatic heft nor the anchoring talent to justify an hour and a half in the company of a boring sociopath.","There are a lot of truthful notes in ""Some Girl(s),"" but there are also false ones that let you know that you are being played with. You'd best beware.","Mayer does little to open up LaBute's original play, and the staginess often feels oppressive. The performances are mixed, too.","The deft and merciless director sides with the girls, and to stack the deck she's hired five tremendous actresses who thrill to tear poor Brody apart",The title's parenthetical plural sums up the problem with Some Girl(s): Five slow-cook dialogues that reveal the nice-guy protagonist as a super-tool is four too many.
